date,store_id,product_id,base_price,ensemble_forecast,target_service_level,safety_stock,reorder_point,recommended_order_quantity
2025-11-03,S001,P002,153.15,55.69510499593198,0.9834934766090222,21.0,189.0,189.0
2025-11-04,S001,P002,153.15,53.16614352756264,0.9834934766090222,21.0,181.0,181.0
2025-11-05,S001,P002,153.15,56.75618585216304,0.9834934766090222,21.0,192.0,192.0
2025-11-06,S001,P002,153.15,56.09415107294086,0.9834934766090222,21.0,190.0,190.0
2025-11-07,S001,P002,153.15,56.41892361313165,0.9834934766090222,21.0,191.0,191.0
2025-11-08,S001,P002,153.15,58.90134350209028,0.9834934766090222,21.0,198.0,198.0
2025-11-09,S001,P002,153.15,55.228428431347076,0.9834934766090222,21.0,187.0,187.0
2025-11-10,S001,P002,153.15,56.04916471063729,0.9834934766090222,21.0,190.0,190.0
2025-11-11,S001,P002,153.15,53.70731605049549,0.9834934766090222,21.0,183.0,183.0
2025-11-12,S001,P002,153.15,56.05217824509101,0.9834934766090222,21.0,190.0,190.0
2025-11-13,S001,P002,153.15,55.15701968657196,0.9834934766090222,21.0,187.0,187.0
2025-11-14,S001,P002,153.15,57.03099419209478,0.9834934766090222,21.0,193.0,193.0
2025-11-15,S001,P002,153.15,58.95887916894403,0.9834934766090222,21.0,198.0,198.0
2025-11-16,S001,P002,153.15,55.15898999236587,0.9834934766090222,21.0,187.0,187.0
2025-11-17,S001,P002,153.15,55.346215682056474,0.9834934766090222,21.0,188.0,188.0
2025-11-18,S001,P002,153.15,93.41466823041077,0.9834934766090222,21.0,302.0,302.0
2025-11-19,S001,P002,153.15,55.70871865742816,0.9834934766090222,21.0,189.0,189.0
2025-11-20,S001,P002,153.15,54.95654830386516,0.9834934766090222,21.0,186.0,186.0
2025-11-21,S001,P002,153.15,94.93978718316728,0.9834934766090222,21.0,306.0,306.0
2025-11-22,S001,P002,153.15,58.89474506651067,0.9834934766090222,21.0,198.0,198.0
2025-11-23,S001,P002,153.15,56.010154351846566,0.9834934766090222,21.0,190.0,190.0
2025-11-24,S001,P002,153.15,56.32020566409577,0.9834934766090222,21.0,190.0,190.0
2025-11-26,S001,P002,153.15,53.70706527116588,0.9834934766090222,21.0,183.0,183.0
2025-11-27,S001,P002,153.15,56.554626364076825,0.9834934766090222,21.0,191.0,191.0
2025-11-28,S001,P002,153.15,56.34552775734,0.9834934766090222,21.0,191.0,191.0
2025-11-29,S001,P002,153.15,57.095040135177285,0.9834934766090222,21.0,193.0,193.0
2025-11-30,S001,P002,153.15,58.63512489535172,0.9834934766090222,21.0,197.0,197.0
2025-12-01,S001,P002,153.15,55.651157502220826,0.9834934766090222,21.0,188.0,188.0
2025-12-02,S001,P002,153.15,55.99501084694073,0.9834934766090222,21.0,189.0,189.0
2025-12-03,S001,P002,153.15,53.22726840322959,0.9834934766090222,21.0,181.0,181.0
2025-12-04,S001,P002,153.15,56.97229234098917,0.9834934766090222,21.0,192.0,192.0
2025-12-05,S001,P002,153.15,56.26912749584903,0.9834934766090222,21.0,190.0,190.0
2025-12-06,S001,P002,153.15,56.81854374331522,0.9834934766090222,21.0,192.0,192.0
2025-12-07,S001,P002,153.15,58.603190652537506,0.9834934766090222,21.0,197.0,197.0
2025-12-08,S001,P002,153.15,55.94813980908923,0.9834934766090222,21.0,189.0,189.0
2025-12-09,S001,P002,153.15,55.98228551220757,0.9834934766090222,21.0,189.0,189.0
2025-12-10,S001,P002,153.15,54.15612288722201,0.9834934766090222,21.0,184.0,184.0
2025-12-11,S001,P002,153.15,57.51900189700308,0.9834934766090222,21.0,194.0,194.0
2025-12-12,S001,P002,153.15,56.8938209080641,0.9834934766090222,21.0,192.0,192.0
2025-12-13,S001,P002,153.15,56.56741890296682,0.9834934766090222,21.0,191.0,191.0
2025-12-15,S001,P002,153.15,58.62430358989907,0.9834934766090222,21.0,197.0,197.0
2025-12-16,S001,P002,153.15,54.94620243822325,0.9834934766090222,21.0,186.0,186.0
2025-12-17,S001,P002,153.15,55.50573495164433,0.9834934766090222,21.0,188.0,188.0
2025-12-18,S001,P002,153.15,52.993973953245685,0.9834934766090222,21.0,180.0,180.0
2025-12-19,S001,P002,153.15,54.61432595497011,0.9834934766090222,21.0,185.0,185.0
2025-12-20,S001,P002,153.15,55.0885082930575,0.9834934766090222,21.0,187.0,187.0
2025-12-21,S001,P002,153.15,55.02165828991334,0.9834934766090222,21.0,187.0,187.0
2025-12-22,S001,P002,153.15,57.40558651017079,0.9834934766090222,21.0,194.0,194.0
2025-12-23,S001,P002,153.15,54.322259604710794,0.9834934766090222,21.0,184.0,184.0
2025-12-24,S001,P002,153.15,54.836599399626,0.9834934766090222,21.0,186.0,186.0
2025-12-25,S001,P002,153.15,89.33393073215998,0.9834934766090222,21.0,290.0,290.0
2025-12-26,S001,P002,153.15,55.257303211179334,0.9834934766090222,21.0,187.0,187.0
2025-12-27,S001,P002,153.15,54.519064132030394,0.9834934766090222,21.0,185.0,185.0
2025-12-28,S001,P002,153.15,55.540099031840334,0.9834934766090222,21.0,188.0,188.0
2025-12-29,S001,P002,153.15,94.79462127675598,0.9834934766090222,21.0,306.0,306.0
2025-12-30,S001,P002,153.15,54.80982990901572,0.9834934766090222,21.0,186.0,186.0
2025-10-31,S001,P003,189.52,23.219802444337887,0.9796532725250469,20.0,90.0,90.0
2025-11-01,S001,P003,189.52,23.093569639703496,0.9796532725250469,20.0,90.0,90.0
2025-11-02,S001,P003,189.52,21.93661225920453,0.9796532725250469,20.0,86.0,86.0
2025-11-03,S001,P003,189.52,21.11558482376795,0.9796532725250469,20.0,84.0,84.0
2025-11-04,S001,P003,189.52,23.479136674377372,0.9796532725250469,20.0,91.0,91.0
2025-11-05,S001,P003,189.52,22.56431489732731,0.9796532725250469,20.0,88.0,88.0
2025-11-06,S001,P003,189.52,23.481517085313627,0.9796532725250469,20.0,91.0,91.0
2025-11-07,S001,P003,189.52,23.814803671179746,0.9796532725250469,20.0,92.0,92.0
2025-11-08,S001,P003,189.52,22.92501152511469,0.9796532725250469,20.0,89.0,89.0
2025-11-09,S001,P003,189.52,21.93180479311426,0.9796532725250469,20.0,86.0,86.0
2025-11-10,S001,P003,189.52,22.01683376179145,0.9796532725250469,20.0,87.0,87.0
2025-11-11,S001,P003,189.52,24.149274085911614,0.9796532725250469,20.0,93.0,93.0
2025-11-12,S001,P003,189.52,22.686708511559306,0.9796532725250469,20.0,89.0,89.0
2025-11-13,S001,P003,189.52,24.413851037680388,0.9796532725250469,20.0,94.0,94.0
2025-11-14,S001,P003,189.52,24.295621472118285,0.9796532725250469,20.0,93.0,93.0
2025-11-15,S001,P003,189.52,23.42369927539405,0.9796532725250469,20.0,91.0,91.0
2025-11-16,S001,P003,189.52,23.15501418035651,0.9796532725250469,20.0,90.0,90.0
2025-11-17,S001,P003,189.52,22.604773983994637,0.9796532725250469,20.0,88.0,88.0
2025-11-19,S001,P003,189.52,24.434288244577203,0.9796532725250469,20.0,94.0,94.0
2025-11-20,S001,P003,189.52,22.80968100610136,0.9796532725250469,20.0,89.0,89.0
2025-11-21,S001,P003,189.52,41.5546839448201,0.9796532725250469,20.0,145.0,145.0
2025-11-22,S001,P003,189.52,24.066414439377624,0.9796532725250469,20.0,93.0,93.0
2025-11-23,S001,P003,189.52,23.698902986366768,0.9796532725250469,20.0,92.0,92.0
2025-11-24,S001,P003,189.52,23.390538364046513,0.9796532725250469,20.0,91.0,91.0
2025-11-25,S001,P003,189.52,22.779158107259835,0.9796532725250469,20.0,89.0,89.0
2025-11-26,S001,P003,189.52,24.083130108626094,0.9796532725250469,20.0,93.0,93.0
2025-11-27,S001,P003,189.52,23.246854855623884,0.9796532725250469,20.0,90.0,90.0
2025-11-28,S001,P003,189.52,24.792996672211274,0.9796532725250469,20.0,95.0,95.0
2025-11-29,S001,P003,189.52,24.61964473116089,0.9796532725250469,20.0,94.0,94.0
2025-11-30,S001,P003,189.52,23.95923986842103,0.9796532725250469,20.0,92.0,92.0
2025-12-01,S001,P003,189.52,24.048211252265325,0.9796532725250469,20.0,93.0,93.0
2025-12-02,S001,P003,189.52,23.080579278864878,0.9796532725250469,20.0,90.0,90.0
2025-12-03,S001,P003,189.52,25.005405657977718,0.9796532725250469,20.0,96.0,96.0
2025-12-04,S001,P003,189.52,23.779955943610762,0.9796532725250469,20.0,92.0,92.0
2025-12-05,S001,P003,189.52,24.692763600347078,0.9796532725250469,20.0,95.0,95.0
2025-12-06,S001,P003,189.52,25.165110206659975,0.9796532725250469,20.0,96.0,96.0
2025-12-07,S001,P003,189.52,24.71800604887617,0.9796532725250469,20.0,95.0,95.0
2025-12-08,S001,P003,189.52,24.62297646378736,0.9796532725250469,20.0,94.0,94.0
2025-12-09,S001,P003,189.52,23.744770531036327,0.9796532725250469,20.0,92.0,92.0
2025-12-10,S001,P003,189.52,25.826647042900632,0.9796532725250469,20.0,98.0,98.0
2025-12-11,S001,P003,189.52,23.996686067547348,0.9796532725250469,20.0,92.0,92.0
2025-12-12,S001,P003,189.52,25.63581875937888,0.9796532725250469,20.0,97.0,97.0
2025-12-13,S001,P003,189.52,25.906537634368533,0.9796532725250469,20.0,98.0,98.0
2025-12-14,S001,P003,189.52,25.252050320761974,0.9796532725250469,20.0,96.0,96.0
2025-12-15,S001,P003,189.52,25.02684419148371,0.9796532725250469,20.0,96.0,96.0
2025-12-16,S001,P003,189.52,24.657441626347424,0.9796532725250469,20.0,94.0,94.0
2025-12-17,S001,P003,189.52,26.794645553678038,0.9796532725250469,20.0,101.0,101.0
2025-12-18,S001,P003,189.52,25.217556091691453,0.9796532725250469,20.0,96.0,96.0
2025-12-19,S001,P003,189.52,26.40560560023441,0.9796532725250469,20.0,100.0,100.0
2025-12-20,S001,P003,189.52,26.05226479810004,0.9796532725250469,20.0,99.0,99.0
2025-12-21,S001,P003,189.52,25.26386635168098,0.9796532725250469,20.0,96.0,96.0
2025-12-22,S001,P003,189.52,25.048546964040902,0.9796532725250469,20.0,96.0,96.0
2025-12-23,S001,P003,189.52,24.143980519510084,0.9796532725250469,20.0,93.0,93.0
2025-12-24,S001,P003,189.52,25.942619574098998,0.9796532725250469,20.0,98.0,98.0
2025-12-25,S001,P003,189.52,44.32407102855528,0.9796532725250469,20.0,153.0,153.0
2025-12-26,S001,P003,189.52,25.98366480284531,0.9796532725250469,20.0,98.0,98.0
2025-12-27,S001,P003,189.52,26.839339846963384,0.9796532725250469,20.0,101.0,101.0
2025-12-28,S001,P003,189.52,26.01450245858876,0.9796532725250469,20.0,99.0,99.0
2025-12-29,S001,P003,189.52,46.2510768774062,0.9796532725250469,20.0,159.0,159.0
2025-12-30,S001,P003,189.52,25.779396556532607,0.9796532725250469,20.0,98.0,98.0
2025-10-31,S001,P004,233.47,49.77298670821179,0.9750525459824095,19.0,169.0,169.0
2025-11-01,S001,P004,233.47,51.4321259552913,0.9750525459824095,19.0,174.0,174.0
2025-11-02,S001,P004,233.47,49.89962351224973,0.9750525459824095,19.0,169.0,169.0
2025-11-03,S001,P004,233.47,50.22516662445224,0.9750525459824095,19.0,170.0,170.0
2025-11-04,S001,P004,233.47,50.96677853643769,0.9750525459824095,19.0,172.0,172.0
2025-11-05,S001,P004,233.47,52.57630471889232,0.9750525459824095,19.0,177.0,177.0
2025-11-06,S001,P004,233.47,51.61992786476341,0.9750525459824095,19.0,174.0,174.0
2025-11-07,S001,P004,233.47,50.18473743341076,0.9750525459824095,19.0,170.0,170.0
2025-11-08,S001,P004,233.47,51.63825686847855,0.9750525459824095,19.0,174.0,174.0
2025-11-09,S001,P004,233.47,50.22961383095456,0.9750525459824095,19.0,170.0,170.0
2025-11-10,S001,P004,233.47,50.73106407816684,0.9750525459824095,19.0,172.0,172.0
2025-11-11,S001,P004,233.47,51.94945974259369,0.9750525459824095,19.0,175.0,175.0
2025-11-12,S001,P004,233.47,52.3824188474116,0.9750525459824095,19.0,177.0,177.0
2025-11-13,S001,P004,233.47,51.13119641222801,0.9750525459824095,19.0,173.0,173.0
2025-11-14,S001,P004,233.47,50.75369374027477,0.9750525459824095,19.0,172.0,172.0
2025-11-15,S001,P004,233.47,52.14752651457596,0.9750525459824095,19.0,176.0,176.0
2025-11-16,S001,P004,233.47,49.73458240588498,0.9750525459824095,19.0,169.0,169.0
2025-11-17,S001,P004,233.47,50.241233992818934,0.9750525459824095,19.0,170.0,170.0
2025-11-18,S001,P004,233.47,88.28347456691375,0.9750525459824095,19.0,284.0,284.0
2025-11-19,S001,P004,233.47,52.30710711838694,0.9750525459824095,19.0,176.0,176.0
2025-11-20,S001,P004,233.47,51.31993230588401,0.9750525459824095,19.0,173.0,173.0
2025-11-21,S001,P004,233.47,85.00708875258312,0.9750525459824095,19.0,275.0,275.0
2025-11-22,S001,P004,233.47,52.30091542336867,0.9750525459824095,19.0,176.0,176.0
2025-11-23,S001,P004,233.47,50.54169026304196,0.9750525459824095,19.0,171.0,171.0
2025-11-24,S001,P004,233.47,50.79107675903353,0.9750525459824095,19.0,172.0,172.0
2025-11-25,S001,P004,233.47,51.58745437231291,0.9750525459824095,19.0,174.0,174.0
2025-11-26,S001,P004,233.47,52.317427713581026,0.9750525459824095,19.0,176.0,176.0
2025-11-27,S001,P004,233.47,51.83797384834372,0.9750525459824095,19.0,175.0,175.0
2025-11-28,S001,P004,233.47,50.49754812646373,0.9750525459824095,19.0,171.0,171.0
2025-11-29,S001,P004,233.47,51.81849348011061,0.9750525459824095,19.0,175.0,175.0
2025-11-30,S001,P004,233.47,49.61337407845089,0.9750525459824095,19.0,168.0,168.0
2025-12-01,S001,P004,233.47,51.06594470225008,0.9750525459824095,19.0,173.0,173.0
2025-12-02,S001,P004,233.47,51.20224617417204,0.9750525459824095,19.0,173.0,173.0
2025-12-03,S001,P004,233.47,52.363360415098356,0.9750525459824095,19.0,177.0,177.0
2025-12-04,S001,P004,233.47,51.26521987383566,0.9750525459824095,19.0,173.0,173.0
2025-12-05,S001,P004,233.47,50.237406685525,0.9750525459824095,19.0,170.0,170.0
2025-12-06,S001,P004,233.47,52.42590956480665,0.9750525459824095,19.0,177.0,177.0
2025-12-07,S001,P004,233.47,50.40693403826899,0.9750525459824095,19.0,171.0,171.0
2025-12-08,S001,P004,233.47,50.86367603352815,0.9750525459824095,19.0,172.0,172.0
2025-12-09,S001,P004,233.47,51.122505581621986,0.9750525459824095,19.0,173.0,173.0
2025-12-10,S001,P004,233.47,52.608672083900835,0.9750525459824095,19.0,177.0,177.0
2025-12-11,S001,P004,233.47,52.21803009305319,0.9750525459824095,19.0,176.0,176.0
2025-12-12,S001,P004,233.47,49.446631318194676,0.9750525459824095,19.0,168.0,168.0
2025-12-13,S001,P004,233.47,52.55910346627515,0.9750525459824095,19.0,177.0,177.0
2025-12-14,S001,P004,233.47,50.45052451566523,0.9750525459824095,19.0,171.0,171.0
2025-12-15,S001,P004,233.47,50.55649174590974,0.9750525459824095,19.0,171.0,171.0
2025-12-16,S001,P004,233.47,51.2202304279147,0.9750525459824095,19.0,173.0,173.0
2025-12-17,S001,P004,233.47,52.734064929461134,0.9750525459824095,19.0,178.0,178.0
2025-12-18,S001,P004,233.47,51.551383067397666,0.9750525459824095,19.0,174.0,174.0
2025-12-19,S001,P004,233.47,50.0864303679786,0.9750525459824095,19.0,170.0,170.0
2025-12-20,S001,P004,233.47,52.278448490790524,0.9750525459824095,19.0,176.0,176.0
2025-12-21,S001,P004,233.47,49.61481964394037,0.9750525459824095,19.0,168.0,168.0
2025-12-22,S001,P004,233.47,50.427038018594054,0.9750525459824095,19.0,171.0,171.0
2025-12-23,S001,P004,233.47,50.9718439766,0.9750525459824095,19.0,172.0,172.0
2025-12-24,S001,P004,233.47,52.35193709936225,0.9750525459824095,19.0,177.0,177.0
2025-12-25,S001,P004,233.47,86.7403535649355,0.9750525459824095,19.0,280.0,280.0
2025-12-26,S001,P004,233.47,49.55584024234749,0.9750525459824095,19.0,168.0,168.0
2025-12-27,S001,P004,233.47,51.72911485014477,0.9750525459824095,19.0,175.0,175.0
2025-12-28,S001,P004,233.47,49.767102290526054,0.9750525459824095,19.0,169.0,169.0
2025-12-29,S001,P004,233.47,82.26910948353913,0.9750525459824095,19.0,266.0,266.0
2025-12-30,S001,P004,233.47,52.30262775233608,0.9750525459824095,19.0,176.0,176.0
2025-10-31,S001,P005,394.74,0.41012442524787474,0.9585345818268145,17.0,19.0,19.0
2025-11-01,S001,P005,394.74,0.3731934402012915,0.9585345818268145,17.0,19.0,19.0
2025-11-02,S001,P005,394.74,0.45402011514126506,0.9585345818268145,17.0,19.0,19.0
2025-11-03,S001,P005,394.74,0.4861465693464964,0.9585345818268145,17.0,19.0,19.0
2025-11-04,S001,P005,394.74,0.4231201792167577,0.9585345818268145,17.0,19.0,19.0
2025-11-05,S001,P005,394.74,0.437421295182104,0.9585345818268145,17.0,19.0,19.0
2025-11-06,S001,P005,394.74,0.39707497951665227,0.9585345818268145,17.0,19.0,19.0
2025-11-07,S001,P005,394.74,0.40514708678808414,0.9585345818268145,17.0,19.0,19.0
2025-11-08,S001,P005,394.74,0.3602458282467805,0.9585345818268145,17.0,19.0,19.0
2025-11-09,S001,P005,394.74,0.4490427766814745,0.9585345818268145,17.0,19.0,19.0
2025-11-10,S001,P005,394.74,0.476853735395678,0.9585345818268145,17.0,19.0,19.0
2025-11-11,S001,P005,394.74,0.4101725672622467,0.9585345818268145,17.0,19.0,19.0
2025-11-12,S001,P005,394.74,0.4367594522133412,0.9585345818268145,17.0,19.0,19.0
2025-11-13,S001,P005,394.74,0.40329629582771287,0.9585345818268145,17.0,19.0,19.0
2025-11-14,S001,P005,394.74,0.40705290760811685,0.9585345818268145,17.0,19.0,19.0
2025-11-15,S001,P005,394.74,0.366467144557841,0.9585345818268145,17.0,19.0,19.0
2025-11-16,S001,P005,394.74,0.45526409299253506,0.9585345818268145,17.0,19.0,19.0
2025-11-17,S001,P005,394.74,0.45299667040676606,0.9585345818268145,17.0,19.0,19.0
2025-11-18,S001,P005,394.74,1.1882211342923776,0.9585345818268145,17.0,21.0,21.0
2025-11-19,S001,P005,394.74,0.41633957847236935,0.9585345818268145,17.0,19.0,19.0
2025-11-20,S001,P005,394.74,0.3832926413212075,0.9585345818268145,17.0,19.0,19.0
2025-11-21,S001,P005,394.74,1.1831056727125886,0.9585345818268145,17.0,21.0,21.0
2025-11-22,S001,P005,394.74,0.37869334570795954,0.9585345818268145,17.0,19.0,19.0
2025-11-23,S001,P005,394.74,0.461023368998458,0.9585345818268145,17.0,19.0,19.0
2025-11-24,S001,P005,394.74,0.5098615946918791,0.9585345818268145,17.0,19.0,19.0
2025-11-25,S001,P005,394.74,0.44168195088763323,0.9585345818268145,17.0,19.0,19.0
2025-11-26,S001,P005,394.74,0.4444245490392969,0.9585345818268145,17.0,19.0,19.0
2025-11-27,S001,P005,394.74,0.41022497726746854,0.9585345818268145,17.0,19.0,19.0
2025-11-28,S001,P005,394.74,0.4254297935652371,0.9585345818268145,17.0,19.0,19.0
2025-11-29,S001,P005,394.74,0.37211003460050207,0.9585345818268145,17.0,19.0,19.0
2025-11-30,S001,P005,394.74,0.46090698303519606,0.9585345818268145,17.0,19.0,19.0
2025-12-01,S001,P005,394.74,0.4887179417493996,0.9585345818268145,17.0,19.0,19.0
2025-12-02,S001,P005,394.74,0.4300070471106887,0.9585345818268145,17.0,19.0,19.0
2025-12-03,S001,P005,394.74,0.41854526236592904,0.9585345818268145,17.0,19.0,19.0
2025-12-04,S001,P005,394.74,0.3781989616016386,0.9585345818268145,17.0,19.0,19.0
2025-12-05,S001,P005,394.74,0.389925846876763,0.9585345818268145,17.0,19.0,19.0
2025-12-06,S001,P005,394.74,0.3671326961407115,0.9585345818268145,17.0,19.0,19.0
2025-12-07,S001,P005,394.74,0.4602451400664333,0.9585345818268145,17.0,19.0,19.0
2025-12-09,S001,P005,394.74,0.4579777174806643,0.9585345818268145,17.0,19.0,19.0
2025-12-10,S001,P005,394.74,0.391296549347233,0.9585345818268145,17.0,19.0,19.0
2025-12-11,S001,P005,394.74,0.4135679388072997,0.9585345818268145,17.0,19.0,19.0
2025-12-12,S001,P005,394.74,0.38010478242167134,0.9585345818268145,17.0,19.0,19.0
2025-12-13,S001,P005,394.74,0.4182552709930757,0.9585345818268145,17.0,19.0,19.0
2025-12-14,S001,P005,394.74,0.3432756311517995,0.9585345818268145,17.0,19.0,19.0
2025-12-15,S001,P005,394.74,0.43207257958649353,0.9585345818268145,17.0,19.0,19.0
2025-12-16,S001,P005,394.74,0.4899619196006696,0.9585345818268145,17.0,19.0,19.0
2025-12-17,S001,P005,394.74,0.3581242097025021,0.9585345818268145,17.0,19.0,19.0
2025-12-18,S001,P005,394.74,0.3742443923711679,0.9585345818268145,17.0,19.0,19.0
2025-12-19,S001,P005,394.74,0.34509673892714793,0.9585345818268145,17.0,19.0,19.0
2025-12-20,S001,P005,394.74,0.3482320840444774,0.9585345818268145,17.0,19.0,19.0
2025-12-21,S001,P005,394.74,0.3033308255031738,0.9585345818268145,17.0,18.0,18.0
2025-12-22,S001,P005,394.74,0.38781229334800116,0.9585345818268145,17.0,19.0,19.0
2025-12-24,S001,P005,394.74,0.4156232520622047,0.9585345818268145,17.0,19.0,19.0
2025-12-25,S001,P005,394.74,1.105499414417932,0.9585345818268145,17.0,21.0,21.0
2025-12-26,S001,P005,394.74,0.3926217630597843,0.9585345818268145,17.0,19.0,19.0
2025-12-27,S001,P005,394.74,0.3514059050340268,0.9585345818268145,17.0,19.0,19.0
2025-12-28,S001,P005,394.74,0.3594780123054586,0.9585345818268145,17.0,19.0,19.0
2025-12-29,S001,P005,394.74,1.1605597225713755,0.9585345818268145,17.0,21.0,21.0
2025-12-30,S001,P005,394.74,0.45085981372056994,0.9585345818268145,17.0,19.0,19.0
2025-10-31,S001,P006,107.84,51.59170533273212,0.9883199535570854,22.0,177.0,177.0
2025-11-01,S001,P006,107.84,53.22580198864067,0.9883199535570854,22.0,182.0,182.0
2025-11-02,S001,P006,107.84,50.52883834767566,0.9883199535570854,22.0,174.0,174.0
2025-11-03,S001,P006,107.84,51.152629524809846,0.9883199535570854,22.0,176.0,176.0
2025-11-04,S001,P006,107.84,49.56784577268432,0.9883199535570854,22.0,171.0,171.0
2025-11-05,S001,P006,107.84,50.306014359135766,0.9883199535570854,22.0,173.0,173.0
2025-11-06,S001,P006,107.84,49.079159147441274,0.9883199535570854,22.0,170.0,170.0
2025-11-07,S001,P006,107.84,51.8368295078649,0.9883199535570854,22.0,178.0,178.0
2025-11-08,S001,P006,107.84,54.0904997569131,0.9883199535570854,22.0,185.0,185.0
2025-11-09,S001,P006,107.84,51.6719498885311,0.9883199535570854,22.0,178.0,178.0
